From	Entry	Reviewed
NP_001734.1	B4DJ51	unreviewed
NP_057657.2	Q9P107	reviewed
NP_057657.2	A0A024R7N1	unreviewed
NP_057657.2	B4DLZ1	unreviewed
NP_001685.1	P27449	reviewed
NP_114120.2	Q17RD7	reviewed
NP_037409.2	Q9H0H5	reviewed
NP_037409.2	A0A024R136	unreviewed
NP_001231.2	O60563	reviewed
NP_002054.1	P23416	reviewed
NP_005002.3	Q16656	reviewed
NP_005002.3	A0A024R770	unreviewed
NP_065726.1	Q9HBM1	reviewed
NP_001092759.1	Q8TEJ3	reviewed
NP_665872.2	Q8N8V4	reviewed
NP_006454.1	O95630	reviewed
NP_006454.1	A0A140VK54	unreviewed
NP_003830.1	Q9Y6Q6	reviewed
NP_004062.2	P49759	reviewed
NP_848540.1	Q9NPB9	reviewed
NP_073733.1	Q9H0B6	reviewed
NP_000363.1	P14679	reviewed
NP_000363.1	L8B082	unreviewed
NP_006285.1	P14927	reviewed
NP_443096.1	Q96CG3	reviewed
NP_004570.2	Q12851	reviewed
NP_004570.2	A0A024R567	unreviewed
NP_000350.1	P22735	reviewed
NP_002101.2	P08631	reviewed
NP_001737.1	P27824	reviewed
NP_000034.1	P25445	reviewed
NP_001340.2	P14868	reviewed
NP_001340.2	A0A140VJW5	unreviewed
NP_068749.3	Q6NUQ1	reviewed
NP_733752.1	Q9UH92	reviewed
NP_060532.2	Q9NW38	reviewed
NP_001008709.1	P62136	reviewed
NP_001008709.1	A0A140VJS9	unreviewed
NP_000442.1	O15266	reviewed
NP_000442.1	A0A024R385	unreviewed
NP_057365.3	Q9H2K8	reviewed
NP_689939.1	Q8IYU8	reviewed
NP_689939.1	A0A0S2Z6V5	unreviewed
NP_004674.1	Q15493	reviewed
NP_004674.1	V9HWF8	unreviewed
NP_005331.1	P49773	reviewed
NP_005331.1	A0A384NPU2	unreviewed
NP_000106.1	P24530	reviewed
NP_002407.1	Q07325	reviewed
NP_005214.2	P24855	reviewed
NP_076429.1	Q9BPW5	reviewed
NP_065112.1	Q9NR34	reviewed
NP_065112.1	Q59G34	unreviewed
NP_476510.1	Q14161	reviewed
NP_002371.3	O00339	reviewed
NP_002371.3	A0A140VKH7	unreviewed
NP_002371.3	Q8N2G3	unreviewed
NP_004070.3	P25774	reviewed
NP_001082.2	P19801	reviewed
NP_055101.2	P62166	reviewed
NP_055101.2	A0A024R8B2	unreviewed
NP_001003811.1	Q8IYF3	reviewed
NP_149124.3	P09543	reviewed
NP_001072.2	O60494	reviewed
NP_835464.1	Q86SG6	reviewed
NP_006705.1	Q92484	reviewed
NP_036421.2	Q14145	reviewed
NP_036421.2	A0A024R7C0	unreviewed
NP_068773.2	Q9Y6H8	reviewed
NP_000200.1	P52945	reviewed
NP_005384.2	Q9ULL4	reviewed
NP_005384.2	A8K920	unreviewed
NP_001994.2	O00602	reviewed
NP_689509.1	P13637	reviewed
NP_689509.1	Q53ES0	unreviewed
NP_006803.1	Q13438	reviewed
NP_776213.1	P18510	reviewed
NP_002000.1	P21781	reviewed
NP_002000.1	A0A7U3JVY2	unreviewed
NP_036247.1	Q9UKL3	reviewed
NP_065166.2	Q9BR39	reviewed
NP_065166.2	Q86VZ3	unreviewed
NP_061329.3	Q9UBI6	reviewed
NP_055146.1	Q9UPY5	reviewed
NP_005092.1	P05161	reviewed
NP_056442.2	Q5SW96	reviewed
NP_056442.2	B3KR97	unreviewed
NP_079434.3	Q96T51	reviewed
NP_004563.2	Q99959	reviewed
NP_001073905.1	A6NIX2	reviewed
NP_065083.3	Q6RW13	reviewed
NP_004036.1	O00244	reviewed
NP_008882.2	Q15542	reviewed
NP_065683.2	Q9HBG4	reviewed
NP_065683.2	A0A024R791	unreviewed
NP_002894.1	P35243	reviewed
NP_055493.2	O75170	reviewed
NP_036552.1	Q13325	reviewed
NP_000121.2	P12259	reviewed
NP_009172.2	Q96H20	reviewed
NP_066925.1	O43291	reviewed
NP_067081.2	Q8N6P7	reviewed
NP_037466.2	Q9Y5P6	reviewed
NP_002706.1	P67775	reviewed
NP_002706.1	B3KUN1	unreviewed
NP_115910.1	Q9BYG5	reviewed
NP_115885.2	Q9BRR9	reviewed
NP_077001.1	Q9H773	reviewed
NP_079273.2	Q5U623	reviewed
NP_056070.1	Q8IWV8	reviewed
NP_056070.1	B3KXG6	unreviewed
NP_060573.2	Q7L1W4	reviewed
NP_060573.2	Q96GG5	unreviewed
NP_031392.3	Q13018	reviewed
NP_005361.2	P61006	reviewed
NP_005361.2	A0A024R7I3	unreviewed
NP_000161.2	P23378	reviewed
NP_078772.1	Q9H1B7	reviewed
NP_006749.1	Q01081	reviewed
NP_006749.1	Q7Z780	unreviewed
NP_002960.2	P53778	reviewed
NP_055136.1	Q9Y5N6	reviewed
NP_055136.1	A0A024R6R3	unreviewed
NP_056146.1	Q92542	reviewed
NP_006581.2	Q53GS9	reviewed
NP_115805.1	Q9BRK4	reviewed
NP_115521.3	Q8TB52	reviewed
NP_001771.1	P08962	reviewed
NP_001771.1	A0A024RB05	unreviewed
NP_006741.1	Q13425	reviewed
NP_006741.1	A0A024R732	unreviewed
NP_005911.1	Q14814	reviewed
NP_055063.1	P62877	reviewed
NP_004689.1	O43395	reviewed
NP_036220.1	O95336	reviewed
NP_036220.1	A0A0K0K1K7	unreviewed
NP_003842.1	O75629	reviewed
NP_001665.1	P18847	reviewed
NP_001029097.1	Q01085	reviewed
NP_001029097.1	Q49AS9	unreviewed
NP_037385.2	Q9UBP4	reviewed
NP_065104.1	Q9NQS1	reviewed
NP_001271.1	Q14011	reviewed
NP_001271.1	Q53XX5	unreviewed
NP_003850.1	O60762	reviewed
NP_003850.1	A0A0S2Z4Y5	unreviewed
NP_055627.2	Q5SW79	reviewed
NP_000451.1	P40225	reviewed
NP_003480.2	P48552	reviewed
NP_003480.2	A8K171	unreviewed
NP_004512.1	P33176	reviewed
NP_004512.1	Q6P164	unreviewed
NP_004512.1	V9HW29	unreviewed
NP_004565.1	O43236	reviewed
NP_006046.1	O43813	reviewed
NP_006046.1	Q53TN2	unreviewed
NP_059106.2	P31276	reviewed
NP_036252.1	Q9Y5K6	reviewed
NP_002143.1	P23327	reviewed
NP_006223.2	P52434	reviewed
NP_444253.3	Q15746	reviewed
NP_000422.1	Q03426	reviewed
NP_000422.1	B2RDU6	unreviewed
NP_055273.2	Q9Y2M5	reviewed
NP_001866.2	P31327	reviewed
NP_001866.2	A0A024R454	unreviewed
NP_001866.2	Q6PEK7	unreviewed
NP_004709.2	O14548	reviewed
NP_004709.2	Q6FGA0	unreviewed
NP_002837.1	Q16849	reviewed
NP_002837.1	Q96IA0	unreviewed
NP_065076.2	Q2PPJ7	reviewed
NP_689557.1	Q3MHD2	reviewed
NP_705838.3	Q8N3K9	reviewed
NP_061974.2	O95445	reviewed
NP_005226.1	Q15303	reviewed
NP_001092267.1	Q96NM4	reviewed
NP_059133.1	Q9P2I0	reviewed
NP_059133.1	A0A024R6H0	unreviewed
NP_055377.1	P32242	reviewed
NP_000024.2	P33897	reviewed
NP_066382.1	O43323	reviewed
NP_004092.1	O00254	reviewed
NP_203129.1	Q969G2	reviewed
NP_203129.1	A0A0S2Z5S4	unreviewed
NP_006233.1	O95685	reviewed
NP_006233.1	Q86X09	unreviewed
NP_003270.1	P02585	reviewed
NP_006784.1	P30048	reviewed
NP_006784.1	A0A384MTR2	unreviewed
NP_009144.1	O60831	reviewed
NP_009144.1	A0A024QZ22	unreviewed
NP_060870.1	Q9NY72	reviewed
NP_060870.1	A0A024R3H7	unreviewed
NP_037452.1	Q9Y5Z7	reviewed
NP_000958.1	P39023	reviewed
NP_001741.4	P20810	reviewed
NP_003965.2	O60496	reviewed
NP_477517.1	Q969J3	reviewed
NP_001719.2	P35613	reviewed
NP_066287.2	Q99250	reviewed
NP_060654.1	Q9NVJ2	reviewed
NP_003617.1	Q13136	reviewed
NP_003617.1	B3KVS8	unreviewed
NP_000693.1	P50993	reviewed
NP_000693.1	A0A0S2Z3W6	unreviewed
NP_071914.3	Q9H772	reviewed
NP_054758.2	Q9H0W9	reviewed
NP_054758.2	A0A024R3B0	unreviewed
NP_003959.3	Q8TBC4	reviewed
NP_001284.1	P54105	reviewed
NP_061871.1	Q969U6	reviewed
NP_061871.1	A0A024R8H7	unreviewed
NP_604390.1	P04090	reviewed
NP_002513.2	Q15818	reviewed
NP_000058.1	P00918	reviewed
NP_000058.1	V9HW21	unreviewed
NP_005998.1	O76080	reviewed
NP_005998.1	A0A024R219	unreviewed
NP_054742.2	Q9Y2I8	reviewed
NP_945320.1	Q08117	reviewed
NP_945320.1	Q8WY48	unreviewed
NP_001930.2	Q13474	reviewed
NP_001930.2	A0A024RCH3	unreviewed
NP_000198.1	P01308	reviewed
NP_000198.1	I3WAC9	unreviewed
NP_955631.1	Q8WY41	reviewed
NP_003527.1	P68431	reviewed
NP_004365.1	P09669	reviewed
NP_004365.1	A0A024R9B7	unreviewed
NP_038469.1	Q9UKA8	reviewed
NP_038469.1	A0A024RAH2	unreviewed
NP_004705.1	Q9Y463	reviewed
NP_004705.1	A0A024R0I0	unreviewed
NP_001998.1	P08620	reviewed
NP_001998.1	A0A7U3JW12	unreviewed
NP_612465.3	Q8N1L9	reviewed
NP_004406.2	P15924	reviewed
NP_004406.2	B4DKX6	unreviewed
NP_110440.1	Q9H078	reviewed
NP_110440.1	A0A140VK11	unreviewed
NP_006527.1	Q9UQC9	reviewed
NP_065912.1	Q8N680	reviewed
NP_001027026.1	Q496Y0	reviewed
NP_001027026.1	A8K2D3	unreviewed
NP_001457.1	Q14332	reviewed
NP_001457.1	Q86UZ8	unreviewed
NP_009109.3	Q9Y3F4	reviewed
NP_660349.1	Q96D05	reviewed
NP_660349.1	A0A024QZL0	unreviewed
NP_277037.1	Q96PN7	reviewed
NP_277037.1	Q05GC8	unreviewed
NP_000228.1	P06858	reviewed
NP_000228.1	A0A1B1RVA9	unreviewed
NP_066544.1	Q99878	reviewed
NP_009035.3	P62906	reviewed
NP_958802.1	Q96G04	reviewed
NP_775292.1	Q92570	reviewed
NP_005817.1	O43390	reviewed
NP_038478.2	Q9UIF8	reviewed
NP_006751.1	O00526	reviewed
NP_001011.1	P62249	reviewed
NP_038467.2	Q9UKJ1	reviewed
NP_004591.2	P10155	reviewed
NP_004591.2	A0A024R983	unreviewed
NP_115501.2	Q9H0R3	reviewed
NP_066926.1	P63313	reviewed
NP_006157.1	P25208	reviewed
NP_006157.1	A0A024RBG7	unreviewed
NP_065174.1	Q9BR76	reviewed
NP_065174.1	A0A024R5K1	unreviewed
NP_733745.1	Q8N5H7	reviewed
NP_055336.1	Q9P0V3	reviewed
NP_000824.1	Q12879	reviewed
NP_000824.1	Q547U9	unreviewed
NP_006194.2	Q08499	reviewed
NP_002004.1	Q00688	reviewed
NP_115763.2	Q96J92	reviewed
NP_000079.2	P02452	reviewed
NP_000211.1	P48048	reviewed
NP_000211.1	A8K432	unreviewed
NP_004633.1	O14519	reviewed
NP_004410.3	Q16690	reviewed
NP_057230.1	Q9Y296	reviewed
NP_114032.2	Q00839	reviewed
NP_114032.2	Q96BA7	unreviewed
NP_055887.3	Q6EMB2	reviewed
NP_056295.1	Q9NQS3	reviewed
NP_006051.1	Q13422	reviewed
NP_006051.1	R9R4D9	unreviewed
NP_001195.2	Q13873	reviewed
NP_005428.1	Q13772	reviewed
NP_005428.1	A0A024QZI5	unreviewed
NP_005428.1	Q96E88	unreviewed
NP_055848.1	Q96RU3	reviewed
NP_057144.1	Q9Y3C7	reviewed
NP_569736.1	Q8WYK2	reviewed
NP_569736.1	A0A024R6D7	unreviewed
NP_066956.1	Q05823	reviewed
NP_542970.1	P78324	reviewed
NP_002975.1	P13236	reviewed
NP_003671.1	P54577	reviewed
NP_003671.1	A0A0S2Z4R1	unreviewed
NP_006745.1	Q16563	reviewed
NP_006745.1	A4D0R1	unreviewed
NP_056461.1	P61224	reviewed
NP_056461.1	A0A024RB87	unreviewed
NP_110422.2	Q9H169	reviewed
NP_000552.2	P09488	reviewed
NP_000552.2	X5DR03	unreviewed
NP_872426.1	Q8WVK7	reviewed
NP_002766.1	Q92743	reviewed
NP_003623.1	P78357	reviewed
NP_055488.1	Q15006	reviewed
NP_057297.2	Q15650	reviewed
NP_002563.1	P68402	reviewed
NP_002563.1	V9HW44	unreviewed
NP_878256.1	Q92696	reviewed
NP_036234.3	Q9P2R6	reviewed
NP_201588.1	O60729	reviewed
NP_004190.1	O15460	reviewed
NP_001876.1	P02511	reviewed
NP_001876.1	V9HW27	unreviewed
NP_003191.1	P15923	reviewed
NP_660294.1	Q8WUJ0	reviewed
NP_660294.1	A0A024R641	unreviewed
NP_061874.3	Q8IZH2	reviewed
NP_002080.1	P19875	reviewed
NP_002080.1	A0A024RDD9	unreviewed
NP_777283.1	Q9Y6K8	reviewed
NP_001091645.1	P49961	reviewed
NP_001728.1	P02748	reviewed
NP_002730.1	P05129	reviewed
NP_001002295.1	P23771	reviewed
NP_004332.2	P27708	reviewed
NP_073737.1	Q9H992	reviewed
NP_073737.1	B7ZAR7	unreviewed
NP_006346.1	O00635	reviewed
NP_006346.1	A0A024QZY4	unreviewed
NP_002366.2	P27816	reviewed
NP_005079.2	Q02040	reviewed
NP_005079.2	Q05DA9	unreviewed
NP_689678.1	Q8NCQ7	reviewed
NP_005375.2	Q16649	reviewed
NP_005375.2	A0A024R241	unreviewed
NP_663634.2	Q8NEV9	reviewed
NP_005795.2	O00148	reviewed
NP_002653.1	Q13393	reviewed
NP_002653.1	Q59EA4	unreviewed
NP_004837.1	O60573	reviewed
NP_004837.1	Q53RG0	unreviewed
NP_055268.1	O43633	reviewed
NP_055268.1	A0A024R4S0	unreviewed
NP_053585.1	O14511	reviewed
NP_001555.1	Q9H160	reviewed
NP_001555.1	B2RA15	unreviewed
NP_064631.2	Q9BXP2	reviewed
NP_064631.2	Q9H7I6	unreviewed
NP_005474.2	Q13111	reviewed
NP_000983.1	P47914	reviewed
NP_116023.2	Q8TEQ8	reviewed
NP_001135.3	Q9UKV5	reviewed
NP_002204.2	P18084	reviewed
NP_002204.2	L7RT22	unreviewed
NP_002514.1	P47972	reviewed
NP_001720.1	P35070	reviewed
NP_001720.1	A0A0S2Z437	unreviewed
NP_003242.1	Q92748	reviewed
NP_060541.3	Q8TER5	reviewed
NP_006259.1	Q92785	reviewed
NP_006259.1	A0A024R582	unreviewed
NP_005091.2	Q02952	reviewed
NP_005091.2	Q86TJ9	unreviewed
NP_001020276.1	P48729	reviewed
NP_001020276.1	Q6PJ06	unreviewed
NP_004453.3	P37268	reviewed
NP_004453.3	Q6IAX1	unreviewed
NP_003105.2	Q07617	reviewed
NP_006320.2	Q9UBX5	reviewed
NP_006320.2	A0A024R6G3	unreviewed
NP_000165.1	P14770	reviewed
NP_000146.2	P07902	reviewed
NP_000146.2	A0A0S2Z3Y7	unreviewed
NP_000146.2	B2RAT6	unreviewed
NP_002798.2	Q99460	reviewed
NP_000539.2	P49815	reviewed
NP_997246.2	O14513	reviewed
NP_000481.2	P01185	reviewed
NP_000481.2	X5DQP6	unreviewed
NP_777596.2	Q8NBP7	reviewed
NP_003251.2	Q04725	reviewed
NP_076980.2	Q9BSV6	reviewed
NP_076980.2	A0A024R4N9	unreviewed
NP_056111.1	Q9BZ29	reviewed
NP_056111.1	B3KXE2	unreviewed
NP_060281.2	Q712K3	reviewed
NP_002544.1	O43913	reviewed
NP_002544.1	A4D0P7	unreviewed
NP_002544.1	Q53FC8	unreviewed
NP_036366.3	Q8N488	reviewed
NP_001069.1	P19320	reviewed
NP_000247.2	Q14896	reviewed
NP_000247.2	A5YM48	unreviewed
NP_005493.2	O95477	reviewed
NP_005493.2	B2RUU2	unreviewed
NP_005493.2	B7XCW9	unreviewed
NP_378663.1	Q9Y297	reviewed
NP_378663.1	A0A0S2Z4P6	unreviewed
NP_378663.1	B2R8L3	unreviewed
NP_378663.1	Q68DS0	unreviewed
NP_057272.1	O94805	reviewed
NP_060297.1	Q9NP81	reviewed
NP_689508.3	P26639	reviewed
NP_001057.1	P20333	reviewed
NP_055554.1	Q9NYF8	reviewed
NP_543140.1	Q8WXF3	reviewed
NP_543140.1	B2RU28	unreviewed
NP_004162.2	P43004	reviewed
NP_079430.3	O94901	reviewed
NP_009145.1	Q9UGP8	reviewed
NP_009145.1	A0A0S2Z5M1	unreviewed
NP_000286.3	P01009	reviewed
NP_000286.3	E9KL23	unreviewed
NP_001001711.1	Q8WTU0	reviewed
NP_005449.5	O75899	reviewed
NP_005449.5	H9NIL8	unreviewed
NP_002714.2	E9PAL0	unreviewed
NP_036449.1	O95751	reviewed
NP_000806.2	O14764	reviewed
NP_000806.2	A8K496	unreviewed
NP_003107.1	Q9NPE6	reviewed
NP_055382.2	P56945	reviewed
NP_009097.2	Q13492	reviewed
NP_009097.2	A0A024R5P1	unreviewed
NP_004487.2	P55317	reviewed
NP_536724.1	Q9H490	reviewed
NP_000850.1	P04035	reviewed
NP_000850.1	A0A024RAP2	unreviewed
NP_003143.2	P42229	reviewed
NP_003143.2	A0A384N5W4	unreviewed
NP_003143.2	A8K6I5	unreviewed
NP_003143.2	Q59GY7	unreviewed
NP_004395.1	Q15019	reviewed
NP_005048.2	Q15291	reviewed
NP_005048.2	A0A024R9B5	unreviewed
NP_085915.2	P55344	reviewed
NP_997186.1	Q5VV63	reviewed
NP_997186.1	Q4G0Y2	unreviewed
NP_002793.2	P62191	reviewed
NP_002793.2	Q53XL8	unreviewed
NP_000762.2	P11712	reviewed
NP_000762.2	S5RV20	unreviewed
NP_004613.1	Q15631	reviewed
NP_620159.2	Q8TC57	reviewed
NP_005787.1	P61970	reviewed
NP_005787.1	A0A024R6Y2	unreviewed
NP_056507.2	A0A494C0S9	unreviewed
NP_078918.3	Q8IXK2	reviewed
NP_002754.2	Q92786	reviewed
NP_872579.2	Q12830	reviewed
NP_001078940.1	O00409	reviewed
NP_001078940.1	A0A024R6I1	unreviewed
NP_001381.2	Q9Y4J8	reviewed
NP_149056.1	Q96MA1	reviewed
NP_149056.1	I6L9A0	unreviewed
NP_002046.1	P14136	reviewed
NP_057056.1	P0DPB6	reviewed
NP_008921.1	Q9Y6W5	reviewed
NP_068779.1	Q07820	reviewed
NP_001001973.1	P36542	reviewed
NP_001001973.1	Q8TAS0	unreviewed
NP_006501.1	P14373	reviewed
NP_006501.1	A0A1U9X8R9	unreviewed
NP_055115.1	P67812	reviewed
NP_055115.1	A0A024RC78	unreviewed
NP_001075.1	O60568	reviewed
NP_001075.1	Q9UG85	unreviewed
NP_000944.1	Q13258	reviewed
NP_006206.2	P29622	reviewed
NP_006206.2	A0A024R6I9	unreviewed
NP_065815.1	Q8WXD9	reviewed
NP_038203.2	P41252	reviewed
NP_112496.1	Q9BSH5	reviewed
NP_055130.1	Q9Y2U9	reviewed
NP_000708.1	P22748	reviewed
NP_002506.2	P51513	reviewed
NP_115522.1	Q9H0F7	reviewed
NP_387467.2	Q8NG08	reviewed
NP_002342.1	O60880	reviewed
NP_003878.1	O43150	reviewed
NP_065717.1	Q9HAZ1	reviewed
NP_000822.2	Q13003	reviewed
NP_001034759.1	Q0D2I5	reviewed
NP_001034759.1	Q6P593	unreviewed
NP_000186.2	Q92902	reviewed
NP_000186.2	Q658M9	unreviewed
NP_705832.1	Q8IZQ8	reviewed
NP_005198.1	P46109	reviewed
NP_995319.1	Q96IJ6	reviewed
NP_995319.1	A0A384MDS7	unreviewed
NP_005264.2	P62879	reviewed
NP_005264.2	Q6FHM2	unreviewed
NP_005940.1	P04733	reviewed
NP_002236.1	O00180	reviewed
NP_002236.1	A0A024R3T2	unreviewed
NP_000378.1	O43772	reviewed
NP_524576.2	Q8N9N5	reviewed
NP_524576.2	B3KM38	unreviewed
NP_524576.2	Q9NSS6	unreviewed
NP_003359.3	O94782	reviewed
NP_001174.2	Q15904	reviewed
NP_001174.2	A0A384MQW4	unreviewed
NP_055267.1	O75509	reviewed
NP_055267.1	A0A024RD71	unreviewed
NP_002986.1	P47992	reviewed
NP_003381.1	P30291	reviewed
NP_003381.1	Q86V29	unreviewed
NP_004352.2	Q9ULB5	reviewed
NP_006296.1	P39687	reviewed
NP_006296.1	A0A384P5U2	unreviewed
NP_055940.3	Q96RK0	reviewed
NP_060759.2	Q5VIR6	reviewed
NP_060759.2	B3KS06	unreviewed
NP_110379.2	P17987	reviewed
NP_443100.1	Q969P0	reviewed
NP_055566.3	O43312	reviewed
NP_005182.1	P33681	reviewed
NP_005182.1	A0N0P2	unreviewed
NP_066934.1	O95980	reviewed
NP_066934.1	A8K9D8	unreviewed
NP_000529.1	O00287	reviewed
NP_004779.2	Q14139	reviewed
NP_036270.1	Q9NY61	reviewed
NP_000747.1	P06850	reviewed
NP_000747.1	A0A0S2Z478	unreviewed
NP_002262.3	O00410	reviewed
NP_002262.3	B3KWG6	unreviewed
NP_002262.3	Q9BVS9	unreviewed
NP_001748.1	P16152	reviewed
NP_001748.1	A0A384NL53	unreviewed
NP_733832.1	Q9NS23	reviewed
NP_997001.1	Q6ZYL4	reviewed
NP_002350.1	O15525	reviewed
NP_002350.1	A0A024R8X1	unreviewed
NP_057253.2	Q9UMX1	reviewed
NP_443073.1	Q96PN8	reviewed
NP_003452.1	Q15942	reviewed
NP_003452.1	Q96AF9	unreviewed
NP_056331.2	Q8WUA8	reviewed
NP_056331.2	A0A024R5J8	unreviewed
NP_056331.2	B3KRF9	unreviewed
NP_055626.3	Q5T8A7	reviewed
NP_000570.1	P51681	reviewed
NP_000570.1	Q38L21	unreviewed
NP_055559.1	Q92609	reviewed
NP_055559.1	B9A6K1	unreviewed
NP_055597.1	Q7L311	reviewed
NP_055597.1	A0A024RCG7	unreviewed
NP_001005743.1	P49757	reviewed
NP_001005743.1	A0A024R6F4	unreviewed
NP_115888.1	Q9Y2V0	reviewed
NP_055191.2	Q96F07	reviewed
NP_071902.2	Q8NHY2	reviewed
NP_006796.1	Q13151	reviewed
NP_065896.1	Q9BZ72	reviewed
NP_065896.1	Q9UF51	unreviewed
NP_115688.1	Q9BSR8	reviewed
NP_005682.2	O60706	reviewed
NP_005682.2	A0A024RAV7	unreviewed
NP_003295.1	P48995	reviewed
NP_078913.3	Q96RP7	reviewed
NP_116071.2	Q9H334	reviewed
NP_116071.2	Q548T7	unreviewed
NP_055454.1	Q6PGP7	reviewed
NP_057196.2	Q9P0L9	reviewed
NP_000249.1	P08590	reviewed
NP_000249.1	A0A024R2Q5	unreviewed
NP_001078837.1	Q8N720	reviewed
NP_001078837.1	Q68DU4	unreviewed
NP_057179.1	Q9Y248	reviewed
NP_055195.1	Q00994	reviewed
NP_079495.1	Q9H3Z4	reviewed
NP_079495.1	Q6AHX3	unreviewed
NP_742000.1	Q8IUF1	reviewed
NP_000288.1	Q13563	reviewed
NP_000288.1	Q9UEU6	unreviewed
NP_006770.1	O14613	reviewed
NP_004027.2	O60266	reviewed
NP_775841.2	Q8IYP9	reviewed
NP_775841.2	B3KXV3	unreviewed
NP_054892.2	Q9NWV8	reviewed
NP_054892.2	A0A024R7L2	unreviewed
NP_071913.1	Q9NPA2	reviewed
NP_004692.1	O95067	reviewed
NP_068778.1	O60927	reviewed
NP_068778.1	A2BEK1	unreviewed
NP_002519.1	P78549	reviewed
NP_002519.1	E5KTI5	unreviewed
NP_003160.2	O00267	reviewed
NP_778243.1	Q7Z2E3	reviewed
NP_001839.2	P12109	reviewed
NP_001839.2	A0A384P5H7	unreviewed
NP_056263.1	Q9BVM2	reviewed
NP_542174.1	Q96N03	reviewed
NP_000700.1	P12694	reviewed
NP_000700.1	A0A024R0K3	unreviewed
NP_065813.1	Q7Z6B7	reviewed
NP_000393.4	P11413	reviewed
NP_077317.2	Q8N988	reviewed
NP_116273.2	Q6P1W5	reviewed
NP_005393.2	P11233	reviewed
NP_002989.2	P34741	reviewed
NP_002989.2	A0A024R9D1	unreviewed
NP_009298.1	P42684	reviewed
NP_006345.1	O75528	reviewed
NP_006345.1	A8K899	unreviewed
NP_006111.2	Q31604	unreviewed
NP_006111.2	Q6ICR9	unreviewed
NP_002291.1	P07195	reviewed
NP_002291.1	Q5U077	unreviewed
NP_001032208.1	Q9UPQ3	reviewed
NP_001032208.1	B2RZG9	unreviewed
NP_066292.2	Q14500	reviewed
NP_061856.1	Q9NY12	reviewed
NP_036226.1	P30044	reviewed
NP_065970.2	Q96Q42	reviewed
NP_065970.2	A8K4R4	unreviewed
NP_056097.1	Q7Z460	reviewed
NP_004694.2	Q15276	reviewed
NP_001703.2	P13688	reviewed
NP_065689.1	Q9GZV9	reviewed
NP_071760.2	Q96KC8	reviewed
NP_002893.1	Q14257	reviewed
NP_003865.1	Q9UIB8	reviewed
NP_057353.1	Q9UJU2	reviewed
NP_057353.1	Q659G9	unreviewed
NP_660287.1	Q96D03	reviewed
NP_057619.1	Q9P0T4	reviewed
NP_733772.1	Q8IV61	reviewed
NP_110400.1	Q9H4B7	reviewed
NP_000690.1	P04746	reviewed
NP_000690.1	Q53F26	unreviewed
NP_699171.3	Q5T6C5	reviewed
NP_001900.1	P07339	reviewed
NP_001900.1	V9HWI3	unreviewed
NP_004964.2	Q92833	reviewed
NP_110517.2	Q8WYA6	reviewed
NP_002930.2	P13489	reviewed
NP_002930.2	A0A140VJT8	unreviewed
NP_076427.2	Q9BW04	reviewed
NP_005698.1	Q8N8D1	reviewed
NP_005698.1	Q6IEG3	unreviewed
NP_055878.1	Q9UPR5	reviewed
NP_000669.1	P25100	reviewed
NP_000669.1	B0ZBE0	unreviewed
NP_055413.1	O14512	reviewed
NP_077017.1	Q9BUW7	reviewed
NP_006573.2	Q9Y692	reviewed
NP_006573.2	B2RCN8	unreviewed
NP_004452.1	Q9Y285	reviewed
NP_004452.1	Q6IBR2	unreviewed
NP_001005735.1	O96017	reviewed
NP_001005415.1	Q9P0N8	reviewed
NP_003241.2	P10827	reviewed
NP_003786.1	O60493	reviewed
NP_004516.2	P98164	reviewed
NP_004516.2	Q7Z5C0	unreviewed
NP_004516.2	Q7Z5C1	unreviewed
NP_055029.1	O14732	reviewed
NP_619790.1	P58876	reviewed
NP_619790.1	A0A024QZZ7	unreviewed
NP_542416.1	Q12923	reviewed
NP_078929.1	Q9H875	reviewed
NP_078929.1	A0A024QYV5	unreviewed
NP_006222.2	Q07864	reviewed
NP_078977.2	Q8WXK3	reviewed
NP_076920.1	P17483	reviewed
NP_001840.3	P12110	reviewed
NP_001840.3	A0A384MDP3	unreviewed
NP_071356.1	Q9H6Z9	reviewed
NP_056135.2	Q9NR80	reviewed
NP_056135.2	Q9NTG0	unreviewed
NP_002971.2	P47872	reviewed
NP_002971.2	Q8IV17	unreviewed
NP_065090.1	Q8WW12	reviewed
NP_055816.2	Q96T58	reviewed
NP_997006.1	Q13480	reviewed
NP_997006.1	Q9HA84	unreviewed
NP_006049.3	Q15025	reviewed
NP_525127.1	Q96FQ6	reviewed
NP_055832.3	Q8TEY7	reviewed
NP_758454.1	Q8IVH4	reviewed
NP_002959.2	Q9NSC2	reviewed
NP_001060.1	Q13885	reviewed
NP_057308.1	Q9Y5X1	reviewed
NP_003565.4	Q9P0L0	reviewed
NP_002171.2	P38935	reviewed
NP_006277.1	Q14188	reviewed
NP_006690.1	O60476	reviewed
NP_112589.1	Q99618	reviewed
NP_722540.1	O60683	reviewed
NP_722540.1	A0A024R0A4	unreviewed
NP_004917.2	Q07352	reviewed
NP_004917.2	A0A024R658	unreviewed
NP_004917.2	B3KNA8	unreviewed
NP_000894.1	P15559	reviewed
NP_113605.2	Q96L34	reviewed
NP_036556.2	Q96S38	reviewed
NP_000928.1	P24928	reviewed
NP_009153.3	Q9UKY1	reviewed
NP_009153.3	A0A024R9F1	unreviewed
NP_006196.1	Q13956	reviewed
